image_id,clip_vitb32,gemini,qwen_vl,num_models_correct,num_models_incorrect
5d4bdff1cf0b3a0f3f338752,1,1,1,3,0
5d4bdff6cf0b3a0f3f3387ee,1,1,1,3,0
5d4bdff8cf0b3a0f3f338820,1,1,1,3,0
5d4bdff8cf0b3a0f3f338828,1,0,1,2,1
5d4bdff8cf0b3a0f3f33882c,1,0,0,1,2
5d4bdff9cf0b3a0f3f338834,1,0,0,1,2
5d4bdffbcf0b3a0f3f338864,0,1,1,2,1
5d4bdffdcf0b3a0f3f338890,0,1,1,2,1
5d4bdffecf0b3a0f3f33889a,1,1,1,3,0
5d4be000cf0b3a0f3f3388c8,1,1,1,3,0
5d4be004cf0b3a0f3f33892c,1,1,1,3,0
5d4be005cf0b3a0f3f338942,1,1,1,3,0
5d4be006cf0b3a0f3f33894c,1,1,1,3,0
5d4be006cf0b3a0f3f338954,0,1,1,2,1
5d4be006cf0b3a0f3f338956,1,1,1,3,0
5d4be007cf0b3a0f3f338966,1,1,1,3,0
5d4be009cf0b3a0f3f3389a4,1,1,1,3,0
5d4be00acf0b3a0f3f3389ac,1,1,1,3,0
5d4be00acf0b3a0f3f3389b8,1,1,1,3,0
5d4be00acf0b3a0f3f3389ba,1,1,1,3,0
5d4be00ccf0b3a0f3f3389dc,1,0,0,1,2
5d4be00ccf0b3a0f3f3389e0,1,1,1,3,0
5d4be00dcf0b3a0f3f3389f6,1,1,1,3,0
5d4be00dcf0b3a0f3f3389f8,1,1,1,3,0
5d4be010cf0b3a0f3f338a2c,1,0,0,1,2
5d4be010cf0b3a0f3f338a2e,1,1,1,3,0
5d4be015cf0b3a0f3f338ab8,1,1,1,3,0
5d4be015cf0b3a0f3f338aba,1,1,1,3,0
5d4be016cf0b3a0f3f338ad0,0,1,1,2,1
5d4be01bcf0b3a0f3f338afe,1,1,1,3,0
5d4be023cf0b3a0f3f338b48,1,1,1,3,0
5d4be025cf0b3a0f3f338b6e,1,1,1,3,0
5d4be026cf0b3a0f3f338b86,1,1,1,3,0
5d4be027cf0b3a0f3f338b9a,0,0,0,0,3
5d4be027cf0b3a0f3f338b9e,1,1,1,3,0
5d4be027cf0b3a0f3f338ba4,1,1,1,3,0
5d4be027cf0b3a0f3f338bac,0,0,0,0,3
5d4be028cf0b3a0f3f338bb6,1,1,1,3,0
5d4be029cf0b3a0f3f338bc8,1,1,1,3,0
5d4be029cf0b3a0f3f338bd4,1,1,1,3,0
5d4be029cf0b3a0f3f338be0,1,1,1,3,0
5d4be029cf0b3a0f3f338be2,1,1,1,3,0
5d4be02acf0b3a0f3f338be8,1,1,0,2,1
5d4be02bcf0b3a0f3f338c02,0,0,0,0,3
5d4be02bcf0b3a0f3f338c06,1,0,0,1,2
5d4be02ccf0b3a0f3f338c20,1,1,1,3,0
5d4be02ccf0b3a0f3f338c26,1,0,1,2,1
5d4be02dcf0b3a0f3f338c3e,1,1,1,3,0
5d4be02ecf0b3a0f3f338c66,1,1,1,3,0
5d4be02fcf0b3a0f3f338c78,1,0,1,2,1
5d4be02fcf0b3a0f3f338c7e,0,0,0,0,3
5d4be031cf0b3a0f3f338c9e,0,0,0,0,3
5d4be031cf0b3a0f3f338ca8,1,1,1,3,0
5d4be032cf0b3a0f3f338cc2,1,1,1,3,0
5d4be032cf0b3a0f3f338cc4,1,0,1,2,1
5d4be032cf0b3a0f3f338cca,1,0,1,2,1
5d4be032cf0b3a0f3f338cd2,0,1,1,2,1
5d4be033cf0b3a0f3f338cd6,0,1,1,2,1
5d4be033cf0b3a0f3f338cee,1,1,1,3,0
5d4be033cf0b3a0f3f338cf0,1,0,0,1,2
5d4be035cf0b3a0f3f338d10,1,1,1,3,0
5d4be035cf0b3a0f3f338d28,1,1,1,3,0
5d4be035cf0b3a0f3f338d2a,1,1,1,3,0
5d4be036cf0b3a0f3f338d40,1,1,1,3,0
5d4be037cf0b3a0f3f338d46,1,1,1,3,0
5d4be037cf0b3a0f3f338d4a,0,1,1,2,1
5d4be037cf0b3a0f3f338d52,1,1,1,3,0
5d4be038cf0b3a0f3f338d5a,1,1,1,3,0
5d4be038cf0b3a0f3f338d72,1,1,1,3,0
5d4be038cf0b3a0f3f338d74,0,1,1,2,1
5d4be039cf0b3a0f3f338d80,1,1,1,3,0
5d4be03acf0b3a0f3f338da2,1,1,1,3,0
5d4be03ccf0b3a0f3f338ddc,1,1,1,3,0
5d4be03dcf0b3a0f3f338df4,1,1,1,3,0
5d4be03ecf0b3a0f3f338e14,1,1,1,3,0
5d4be040cf0b3a0f3f338e50,1,1,1,3,0
5d4be041cf0b3a0f3f338e56,1,1,1,3,0
5d4be042cf0b3a0f3f338e76,0,1,1,2,1
5d4be043cf0b3a0f3f338e9a,0,0,1,1,2
5d4be044cf0b3a0f3f338eb6,1,1,1,3,0
5d4be045cf0b3a0f3f338ec4,1,1,1,3,0
5d4be046cf0b3a0f3f338ede,1,0,1,2,1
5d4be047cf0b3a0f3f338f00,0,0,0,0,3
5d4be049cf0b3a0f3f338f2e,0,0,0,0,3
5d4be049cf0b3a0f3f338f36,1,0,0,1,2
5d4be04acf0b3a0f3f338f4e,1,1,1,3,0
5d4be04acf0b3a0f3f338f60,1,1,1,3,0
5d4be04acf0b3a0f3f338f66,1,1,1,3,0
5d4be04bcf0b3a0f3f338f72,1,1,1,3,0
5d4be04bcf0b3a0f3f338f7c,1,1,1,3,0
5d4be04ccf0b3a0f3f338f9c,1,1,1,3,0
5d4be04dcf0b3a0f3f338fb6,1,1,1,3,0
5d4be04dcf0b3a0f3f338fbe,1,0,1,2,1
5d4be04ecf0b3a0f3f338fd2,1,1,1,3,0
5d4be04ecf0b3a0f3f338fd4,1,1,1,3,0
5d4be04ecf0b3a0f3f338fd6,1,1,1,3,0
5d4be04fcf0b3a0f3f338fe0,0,1,1,2,1
5d4be04fcf0b3a0f3f338ff2,1,1,0,2,1
5d4be04fcf0b3a0f3f338ff6,1,1,1,3,0
5d4be04fcf0b3a0f3f338ff8,1,1,1,3,0
5d4be04fcf0b3a0f3f338ffa,1,1,1,3,0
5d4be050cf0b3a0f3f339010,1,1,1,3,0
5d4be050cf0b3a0f3f339016,0,0,0,0,3
5d4be053cf0b3a0f3f33905e,1,1,1,3,0
5d4be053cf0b3a0f3f33906c,1,1,1,3,0
5d4be054cf0b3a0f3f33907c,0,1,1,2,1
5d4be054cf0b3a0f3f339082,0,0,0,0,3
5d4be054cf0b3a0f3f339088,0,0,1,1,2
5d4be055cf0b3a0f3f33909a,1,1,1,3,0
5d4be057cf0b3a0f3f3390d6,0,1,1,2,1
5d4be057cf0b3a0f3f3390d8,1,1,1,3,0
5d4be058cf0b3a0f3f3390fa,1,1,1,3,0
5d4be059cf0b3a0f3f33910a,1,1,1,3,0
5d4be05ecf0b3a0f3f3391a2,1,1,1,3,0
5d4be05fcf0b3a0f3f3391cc,0,0,0,0,3
5d4be061cf0b3a0f3f339214,1,1,1,3,0
5d4be062cf0b3a0f3f33922c,0,1,1,2,1
5d4be063cf0b3a0f3f339232,1,0,0,1,2
5d4be063cf0b3a0f3f339234,1,1,1,3,0
5d4be064cf0b3a0f3f339250,1,1,1,3,0
5d4be064cf0b3a0f3f339264,0,0,0,0,3
5d4be068cf0b3a0f3f3392d6,1,0,0,1,2
5d4be069cf0b3a0f3f3392ec,0,1,1,2,1
5d4be06bcf0b3a0f3f33930c,0,0,0,0,3
5d4be06ccf0b3a0f3f339330,1,1,1,3,0
5d4be06dcf0b3a0f3f33935a,1,1,1,3,0
5d4be06dcf0b3a0f3f339360,1,0,1,2,1
5d4be07ecf0b3a0f3f339538,1,1,1,3,0
5d4be07fcf0b3a0f3f339560,0,0,1,1,2
5d4be080cf0b3a0f3f339587,1,1,1,3,0
5d4be081cf0b3a0f3f339599,1,1,1,3,0
5d4be087cf0b3a0f3f33965d,1,1,0,2,1
5d4be089cf0b3a0f3f339689,0,0,0,0,3
5d4be089cf0b3a0f3f33968b,0,0,0,0,3
5d4be089cf0b3a0f3f33968d,1,1,1,3,0
5d4be089cf0b3a0f3f339691,1,1,1,3,0
5d4be08acf0b3a0f3f3396a9,1,1,1,3,0
5d4be08ecf0b3a0f3f339721,0,0,1,1,2
5d4be08ecf0b3a0f3f339723,1,1,1,3,0
5d4be08fcf0b3a0f3f339737,0,0,0,0,3
5d4be08fcf0b3a0f3f339739,1,1,1,3,0
5d4be090cf0b3a0f3f339759,0,1,1,2,1
5d4be090cf0b3a0f3f33975d,0,0,0,0,3
5d4be090cf0b3a0f3f339761,1,1,1,3,0
5d4be090cf0b3a0f3f339767,1,0,1,2,1
5d4be092cf0b3a0f3f339799,1,1,1,3,0
5d4be092cf0b3a0f3f3397a3,1,1,1,3,0
5d4be092cf0b3a0f3f3397a5,1,1,1,3,0
5d4be094cf0b3a0f3f3397c5,1,0,1,2,1
5d4be094cf0b3a0f3f3397d3,1,1,1,3,0
5d4be095cf0b3a0f3f3397ed,0,1,1,2,1
5d4be095cf0b3a0f3f3397ff,1,1,1,3,0
5d4be097cf0b3a0f3f339831,1,1,1,3,0
5d4be09ecf0b3a0f3f3398ef,0,1,1,2,1
5d4be09ecf0b3a0f3f3398f1,0,0,0,0,3
5d4be09fcf0b3a0f3f33991b,1,0,0,1,2
5d4be0a1cf0b3a0f3f339961,1,1,1,3,0
5d4be0a3cf0b3a0f3f33998d,1,1,1,3,0
5d4be0a5cf0b3a0f3f3399c5,0,0,0,0,3
5d4be0a6cf0b3a0f3f3399ed,0,0,0,0,3
5d4be0a6cf0b3a0f3f3399ef,0,1,1,2,1
5d4be0a7cf0b3a0f3f3399fb,0,1,0,1,2
5d4be0a8cf0b3a0f3f339a2b,0,0,0,0,3
5d4be0aacf0b3a0f3f339a59,0,0,0,0,3
5d4be0aacf0b3a0f3f339a5d,0,0,0,0,3
5d4be0abcf0b3a0f3f339a75,0,0,0,0,3
5d4be0aecf0b3a0f3f339ad9,0,1,1,2,1
5d4be0b0cf0b3a0f3f339b05,0,0,0,0,3
5d4be0b0cf0b3a0f3f339b1b,0,1,1,2,1
5d4be0b4cf0b3a0f3f339b8d,0,1,1,2,1
5d4be0b6cf0b3a0f3f339bcb,1,1,1,3,0
5d4be0b7cf0b3a0f3f339bdb,0,1,1,2,1
5d4be0b8cf0b3a0f3f339bf5,1,1,1,3,0
5d4be0b9cf0b3a0f3f339c0f,1,0,0,1,2
5d4be0b9cf0b3a0f3f339c17,1,0,0,1,2
5d4be0bacf0b3a0f3f339c41,1,1,1,3,0
5d4be0bbcf0b3a0f3f339c53,0,1,1,2,1
5d4be0bccf0b3a0f3f339c6f,1,1,0,2,1
5d4be0c2cf0b3a0f3f339d17,1,1,1,3,0
5d4be0c2cf0b3a0f3f339d25,1,0,0,1,2
5d4be0c5cf0b3a0f3f339d69,0,0,1,1,2
5d4be0d2cf0b3a0f3f339eef,0,0,0,0,3
5d4be0d2cf0b3a0f3f339ef1,1,1,1,3,0
5d4be0d2cf0b3a0f3f339efd,1,1,1,3,0
5d4be0d3cf0b3a0f3f339f0b,1,1,1,3,0
5d4be0d4cf0b3a0f3f339f35,1,0,1,2,1
5d4be0d4cf0b3a0f3f339f3b,0,1,1,2,1
5d4be0d4cf0b3a0f3f339f41,1,1,1,3,0
5d4be0d4cf0b3a0f3f339f45,1,1,1,3,0
5d4be0d5cf0b3a0f3f339f61,0,0,0,0,3
5d4be0d6cf0b3a0f3f339f6b,1,1,1,3,0
5d4be0d7cf0b3a0f3f339f8b,1,1,1,3,0
5d4be0d8cf0b3a0f3f339fa1,0,0,1,1,2
5d4be0d8cf0b3a0f3f339fa3,0,1,0,1,2
5d4be0d8cf0b3a0f3f339fa7,1,1,1,3,0
5d4be0d8cf0b3a0f3f339fab,1,1,1,3,0
5d4be0d9cf0b3a0f3f339fc3,1,0,0,1,2
5d4be0d9cf0b3a0f3f339fd1,0,1,1,2,1
5d4be0dacf0b3a0f3f339fe7,1,1,1,3,0
5d4be0dacf0b3a0f3f339fef,1,1,1,3,0
5d4be0dbcf0b3a0f3f339fff,1,1,1,3,0
5d4be0dccf0b3a0f3f33a027,1,1,1,3,0
5d4be0dccf0b3a0f3f33a031,1,1,1,3,0
5d4be0ddcf0b3a0f3f33a035,0,0,0,0,3
5d4be0ddcf0b3a0f3f33a04b,1,0,0,1,2
5d4be0ddcf0b3a0f3f33a04f,1,0,0,1,2
5d4be0decf0b3a0f3f33a059,1,1,1,3,0
5d4be0decf0b3a0f3f33a061,0,0,0,0,3
5d4be0dfcf0b3a0f3f33a075,1,0,0,1,2
5d4be0e1cf0b3a0f3f33a0c7,1,1,1,3,0
5d4be0e3cf0b3a0f3f33a0e9,1,1,1,3,0
5d4be0e3cf0b3a0f3f33a0fb,0,0,0,0,3
5d4be0eacf0b3a0f3f33a1b9,1,1,1,3,0
5d4be0eccf0b3a0f3f33a1fd,0,0,1,1,2
5d4be0eccf0b3a0f3f33a207,1,1,1,3,0
5d4be0f1cf0b3a0f3f33a295,0,0,0,0,3
5d4be0fecf0b3a0f3f33a417,0,0,1,1,2
5d4be0ffcf0b3a0f3f33a43b,1,0,0,1,2
5d4be102cf0b3a0f3f33a493,1,0,1,2,1
5d4be103cf0b3a0f3f33a4b1,1,1,0,2,1
5d4be105cf0b3a0f3f33a4e9,1,0,1,2,1
5d4be10bcf0b3a0f3f33a5a7,0,1,1,2,1
5d4be10dcf0b3a0f3f33a5d7,0,1,1,2,1
5d4be10fcf0b3a0f3f33a60d,1,1,1,3,0
5d4be110cf0b3a0f3f33a62b,1,1,1,3,0
5d4be111cf0b3a0f3f33a641,0,0,1,1,2
5d4be112cf0b3a0f3f33a659,1,1,1,3,0
5d4be115cf0b3a0f3f33a6b7,0,0,0,0,3
5d4be115cf0b3a0f3f33a6cb,1,1,1,3,0
5d4be116cf0b3a0f3f33a6e9,1,1,1,3,0
5d4be117cf0b3a0f3f33a6f1,0,0,0,0,3
5d4be117cf0b3a0f3f33a703,1,0,0,1,2
5d4be118cf0b3a0f3f33a71f,1,0,1,2,1
5d4be11acf0b3a0f3f33a747,1,1,1,3,0
5d4be125cf0b3a0f3f33a8a7,0,1,1,2,1
5d4be126cf0b3a0f3f33a8ab,1,1,1,3,0
5d4be126cf0b3a0f3f33a8c3,1,1,1,3,0
5d4be128cf0b3a0f3f33a8ef,1,1,1,3,0
5d4be128cf0b3a0f3f33a8f3,1,1,1,3,0
5d4be12bcf0b3a0f3f33a94d,1,0,1,2,1
5d4be12ccf0b3a0f3f33a96b,1,1,1,3,0
5d4be12ccf0b3a0f3f33a971,1,1,1,3,0
5d4be12dcf0b3a0f3f33a997,0,0,1,1,2
5d4be12ecf0b3a0f3f33a9a7,1,1,0,2,1
5d4be12ecf0b3a0f3f33a9ab,0,0,1,1,2
5d4be130cf0b3a0f3f33a9ed,1,1,1,3,0
5d4be131cf0b3a0f3f33aa09,1,1,1,3,0
5d4be135cf0b3a0f3f33aa7d,1,1,1,3,0
5d4be136cf0b3a0f3f33aa95,0,0,0,0,3
5d4be137cf0b3a0f3f33aab1,0,0,0,0,3
5d4be13acf0b3a0f3f33ab0f,1,1,1,3,0
5d4be13ccf0b3a0f3f33ab4b,1,1,1,3,0
5d4be13dcf0b3a0f3f33ab77,0,1,0,1,2
5d4be13fcf0b3a0f3f33abad,1,1,1,3,0
5d4be140cf0b3a0f3f33abcd,1,1,1,3,0
5d4be14bcf0b3a0f3f33ad0b,1,1,1,3,0
5d4be14bcf0b3a0f3f33ad0f,1,1,1,3,0
5d4be14bcf0b3a0f3f33ad11,0,1,0,1,2
5d4be14bcf0b3a0f3f33ad15,1,1,1,3,0
5d4be14ccf0b3a0f3f33ad29,0,1,0,1,2
5d4be14dcf0b3a0f3f33ad41,1,1,1,3,0
5d4be150cf0b3a0f3f33ad93,1,1,1,3,0
5d4be150cf0b3a0f3f33ad9b,1,0,0,1,2
5d4be150cf0b3a0f3f33ada7,1,1,1,3,0
5d4be150cf0b3a0f3f33ada9,0,0,0,0,3
5d4be150cf0b3a0f3f33adab,1,0,0,1,2
5d4be151cf0b3a0f3f33adbb,1,1,1,3,0
5d4be152cf0b3a0f3f33add3,1,1,1,3,0
5d4be152cf0b3a0f3f33add5,0,1,1,2,1
5d4be152cf0b3a0f3f33add9,1,0,0,1,2
5d4be154cf0b3a0f3f33ae0d,0,1,0,1,2
5d4be154cf0b3a0f3f33ae17,1,1,1,3,0
5d4be154cf0b3a0f3f33ae21,1,0,1,2,1
5d4be154cf0b3a0f3f33ae23,1,0,1,2,1
5d4be158cf0b3a0f3f33ae89,1,0,1,2,1
5d4be159cf0b3a0f3f33aead,0,1,0,1,2
5d4be15bcf0b3a0f3f33aed9,0,1,0,1,2
5d4be15bcf0b3a0f3f33aedf,1,1,1,3,0
5d4be15bcf0b3a0f3f33aeed,1,1,0,2,1
5d4be15ccf0b3a0f3f33aefb,1,1,1,3,0
5d4be15ccf0b3a0f3f33af03,0,1,1,2,1
5d4be15ccf0b3a0f3f33af0d,0,0,0,0,3
5d4be15dcf0b3a0f3f33af15,1,1,1,3,0
5d4be15dcf0b3a0f3f33af17,0,1,1,2,1
5d4be15dcf0b3a0f3f33af29,1,1,1,3,0
5d4be15fcf0b3a0f3f33af65,1,1,0,2,1
5d4be160cf0b3a0f3f33af6d,0,0,0,0,3
5d4be160cf0b3a0f3f33af7d,0,1,1,2,1
5d4be160cf0b3a0f3f33af81,0,1,1,2,1
5d4be161cf0b3a0f3f33af93,0,0,1,1,2
5d4be162cf0b3a0f3f33afb9,1,1,1,3,0
5d4be166cf0b3a0f3f33b023,0,0,1,1,2
5d4be16acf0b3a0f3f33b0a9,1,1,1,3,0
5d4be16bcf0b3a0f3f33b0b7,1,1,1,3,0
5d4be16dcf0b3a0f3f33b0f5,0,0,0,0,3
5d4be16fcf0b3a0f3f33b137,0,0,0,0,3
5d4be172cf0b3a0f3f33b183,1,1,1,3,0
5d4be173cf0b3a0f3f33b1a1,1,1,1,3,0
5d4be173cf0b3a0f3f33b1a3,1,1,0,2,1
5d4be173cf0b3a0f3f33b1a9,1,1,1,3,0
5d4be174cf0b3a0f3f33b1bf,0,1,1,2,1
5d4be175cf0b3a0f3f33b1e7,1,1,1,3,0
5d4be176cf0b3a0f3f33b207,1,1,1,3,0
5d4be177cf0b3a0f3f33b21d,0,0,0,0,3
5d4be177cf0b3a0f3f33b21f,1,1,1,3,0
5d4be178cf0b3a0f3f33b23d,0,0,0,0,3
5d4be187cf0b3a0f3f33b34b,1,1,1,3,0
5d4be188cf0b3a0f3f33b34f,1,1,1,3,0
5d4be18acf0b3a0f3f33b365,0,0,0,0,3
5d4be18dcf0b3a0f3f33b3a3,1,1,1,3,0
5d4be18ecf0b3a0f3f33b3d1,1,1,0,2,1
5d4be18fcf0b3a0f3f33b3e9,1,0,0,1,2
5d4be18fcf0b3a0f3f33b3ed,0,1,1,2,1
5d4be18fcf0b3a0f3f33b3f1,1,1,1,3,0
5d4be191cf0b3a0f3f33b431,1,0,1,2,1
5d4be193cf0b3a0f3f33b459,0,0,0,0,3
5d4be193cf0b3a0f3f33b45f,1,1,1,3,0
5d4be194cf0b3a0f3f33b471,1,1,1,3,0
5d4be194cf0b3a0f3f33b485,1,1,1,3,0
5d4be195cf0b3a0f3f33b497,0,0,0,0,3
5d4be195cf0b3a0f3f33b4a3,1,1,1,3,0
5d4be195cf0b3a0f3f33b4a7,1,1,0,2,1
5d4be196cf0b3a0f3f33b4ab,0,1,1,2,1
5d4be196cf0b3a0f3f33b4bf,1,0,0,1,2
5d4be197cf0b3a0f3f33b4cd,1,1,1,3,0
5d4be198cf0b3a0f3f33b4f9,1,1,1,3,0
5d4be199cf0b3a0f3f33b50f,0,0,1,1,2
5d4be19acf0b3a0f3f33b53b,0,0,0,0,3
5d4be19ccf0b3a0f3f33b55b,0,1,1,2,1
5d4be19dcf0b3a0f3f33b579,1,0,1,2,1
5d4be19dcf0b3a0f3f33b593,1,1,1,3,0
5d4be19ecf0b3a0f3f33b5b1,0,1,1,2,1
5d4be1a1cf0b3a0f3f33b5ff,0,1,1,2,1
5d4be1a2cf0b3a0f3f33b615,0,1,1,2,1
5d4be1a2cf0b3a0f3f33b61b,1,1,1,3,0
5d4be1a2cf0b3a0f3f33b61f,0,0,0,0,3
5d4be1a3cf0b3a0f3f33b63b,1,0,0,1,2
5d4be1a3cf0b3a0f3f33b63d,1,1,1,3,0
5d4be1a4cf0b3a0f3f33b64d,0,0,0,0,3
5d4be1a4cf0b3a0f3f33b651,0,0,0,0,3
5d4be1a4cf0b3a0f3f33b663,1,1,1,3,0
5d4be1a4cf0b3a0f3f33b665,1,1,1,3,0
5d4be1a5cf0b3a0f3f33b681,1,1,1,3,0
5d4be1a6cf0b3a0f3f33b68b,0,0,0,0,3
5d4be1a7cf0b3a0f3f33b6bb,1,1,1,3,0
5d4be1a8cf0b3a0f3f33b6c5,0,1,1,2,1
5d4be1a8cf0b3a0f3f33b6d9,1,1,1,3,0
5d4be1a9cf0b3a0f3f33b6dd,1,1,1,3,0
5d4be1accf0b3a0f3f33b74f,1,1,1,3,0
5d4be1adcf0b3a0f3f33b753,1,1,1,3,0
5d4be1b0cf0b3a0f3f33b7c3,1,1,1,3,0
5d4be1b1cf0b3a0f3f33b7d9,1,0,1,2,1
5d4be1b4cf0b3a0f3f33b823,1,1,1,3,0
5d4be1b5cf0b3a0f3f33b84d,0,1,1,2,1
5d4be1b8cf0b3a0f3f33b885,1,1,1,3,0
5d4be1b8cf0b3a0f3f33b88b,0,1,1,2,1
5d4be1b8cf0b3a0f3f33b88d,0,1,1,2,1
5d4be1bacf0b3a0f3f33b8a5,0,0,0,0,3
5d4be1bbcf0b3a0f3f33b8b7,0,0,0,0,3
5d4be1bbcf0b3a0f3f33b8c9,1,1,1,3,0
5d4be1bccf0b3a0f3f33b8e7,0,1,0,1,2
5d4be1bdcf0b3a0f3f33b8f7,0,0,0,0,3
5d4be1c2cf0b3a0f3f33b963,1,1,1,3,0
5d4be1c3cf0b3a0f3f33b971,1,1,1,3,0
5d4be1c3cf0b3a0f3f33b989,0,0,0,0,3
5d4be1c4cf0b3a0f3f33b999,0,1,0,1,2
5d4be1c5cf0b3a0f3f33b99f,0,0,0,0,3
5d4be1c5cf0b3a0f3f33b9a5,0,1,1,2,1
5d4be1c9cf0b3a0f3f33b9df,1,1,1,3,0
5d4be1c9cf0b3a0f3f33b9e1,0,0,0,0,3
5d4be1c9cf0b3a0f3f33b9e3,0,0,0,0,3
5d4be1c9cf0b3a0f3f33b9f1,0,0,0,0,3
5d4be1c9cf0b3a0f3f33b9f5,0,1,1,2,1
5d4be1cacf0b3a0f3f33ba13,0,1,1,2,1
5d4be1cbcf0b3a0f3f33ba1f,0,0,0,0,3
5d4be1cdcf0b3a0f3f33ba4b,0,1,1,2,1
5d4be1d1cf0b3a0f3f33baa9,1,1,1,3,0
5d4be1d2cf0b3a0f3f33bab1,1,1,1,3,0
5d4be1d2cf0b3a0f3f33babb,0,1,1,2,1
5d4be1d4cf0b3a0f3f33badf,0,0,0,0,3
5d4be1d7cf0b3a0f3f33bb35,0,0,0,0,3
5d4be1d9cf0b3a0f3f33bb49,0,0,0,0,3
5d4be1ddcf0b3a0f3f33bbc3,0,1,1,2,1
5d4be1e0cf0b3a0f3f33bc03,1,0,1,2,1
5d4be1e1cf0b3a0f3f33bc09,1,1,1,3,0
5d4be1e4cf0b3a0f3f33bc6f,1,1,1,3,0
5d4be1e7cf0b3a0f3f33bcbd,1,0,0,1,2
5d4be1eecf0b3a0f3f33bd89,0,1,1,2,1
5d4be1efcf0b3a0f3f33bda5,1,0,0,1,2
5d4be1f1cf0b3a0f3f33bdd9,1,1,1,3,0
5d4be1f3cf0b3a0f3f33be05,0,0,0,0,3
5d4be1f7cf0b3a0f3f33be73,1,1,1,3,0
5d4be1f8cf0b3a0f3f33be8d,0,1,1,2,1
5d4be1fbcf0b3a0f3f33bed5,0,0,1,1,2
5d4be200cf0b3a0f3f33bf59,0,1,1,2,1
5d4be207cf0b3a0f3f33c023,1,0,1,2,1
5d4be225cf0b3a0f3f33c35d,1,0,0,1,2
5d4be226cf0b3a0f3f33c37d,1,1,1,3,0
5d4be228cf0b3a0f3f33c3b7,0,0,0,0,3
5d4be229cf0b3a0f3f33c3d5,1,1,1,3,0
5d4be22bcf0b3a0f3f33c403,0,1,1,2,1
5d4be22bcf0b3a0f3f33c41b,1,0,0,1,2
5d4be22ccf0b3a0f3f33c421,0,0,0,0,3
5d4be22ccf0b3a0f3f33c42f,0,1,1,2,1
5d4be22dcf0b3a0f3f33c44f,1,1,1,3,0
5d4be22fcf0b3a0f3f33c485,1,0,0,1,2
5d4be231cf0b3a0f3f33c4af,1,1,1,3,0
5d4be232cf0b3a0f3f33c4cd,0,0,0,0,3
5d4be233cf0b3a0f3f33c4e3,1,0,0,1,2
5d4be233cf0b3a0f3f33c4f1,1,1,1,3,0
5d4be233cf0b3a0f3f33c4f5,0,1,1,2,1
5d4be24fcf0b3a0f3f33c7ed,0,0,0,0,3
5d4be250cf0b3a0f3f33c7ef,1,1,1,3,0
5d4be250cf0b3a0f3f33c7fb,0,0,0,0,3
5d4be250cf0b3a0f3f33c805,1,1,1,3,0
5d4be251cf0b3a0f3f33c819,1,1,1,3,0
5d4be252cf0b3a0f3f33c841,1,1,1,3,0
5d4be254cf0b3a0f3f33c871,1,1,1,3,0
5d4be256cf0b3a0f3f33c89d,0,0,0,0,3
5d4be256cf0b3a0f3f33c89f,0,0,1,1,2
5d4be256cf0b3a0f3f33c8a5,0,1,1,2,1
5d4be258cf0b3a0f3f33c8e9,1,1,0,2,1
5d4be282cf0b3a0f3f33cd93,1,1,1,3,0
5d4be284cf0b3a0f3f33cdcb,1,1,1,3,0
5d4be285cf0b3a0f3f33cdcd,0,0,0,0,3
5d4be289cf0b3a0f3f33ce53,1,1,1,3,0
5d4be28acf0b3a0f3f33ce5d,1,1,1,3,0
5d4be28bcf0b3a0f3f33ce71,0,1,1,2,1
5d4be29ecf0b3a0f3f33d057,0,0,0,0,3
5d4be2a0cf0b3a0f3f33d08f,1,0,0,1,2
5d4be2b1cf0b3a0f3f33d22b,1,1,1,3,0
5d4be2b3cf0b3a0f3f33d253,1,0,0,1,2
5d4be2b5cf0b3a0f3f33d287,0,0,0,0,3
5d4be2bacf0b3a0f3f33d303,0,0,0,0,3
5d4be2bdcf0b3a0f3f33d343,1,1,1,3,0
5d4be2cfcf0b3a0f3f33d523,0,0,0,0,3
5d4be2d5cf0b3a0f3f33d5dd,1,1,1,3,0
5d4be2dbcf0b3a0f3f33d679,1,1,1,3,0
5d4be2dccf0b3a0f3f33d685,1,0,0,1,2
5d4be2ddcf0b3a0f3f33d6ad,1,1,1,3,0
5d4be2e5cf0b3a0f3f33d763,1,1,1,3,0
5d4be2e8cf0b3a0f3f33d787,1,0,0,1,2
5d4be2f1cf0b3a0f3f33d7d9,1,0,0,1,2
5d4be2f8cf0b3a0f3f33d84d,0,0,0,0,3
5d4be2f9cf0b3a0f3f33d869,1,0,1,2,1
5d4be2fccf0b3a0f3f33d8b1,0,0,0,0,3
5d4be2fdcf0b3a0f3f33d8cb,1,1,1,3,0
5d4be30bcf0b3a0f3f33da35,0,0,0,0,3
5d4be30ecf0b3a0f3f33da87,0,0,0,0,3
5d4be318cf0b3a0f3f33dbb3,0,1,1,2,1
5d4be31dcf0b3a0f3f33dc15,0,0,0,0,3
5d4be328cf0b3a0f3f33dd4f,1,1,1,3,0
5d4be32acf0b3a0f3f33dd75,0,0,0,0,3
5d4be32acf0b3a0f3f33dd7f,1,0,0,1,2
5d4be330cf0b3a0f3f33de15,0,0,1,1,2
5d4be337cf0b3a0f3f33dead,1,1,1,3,0
5d4be33bcf0b3a0f3f33df1b,0,0,0,0,3
